A	Coef.CellType	Coef.CancerType.Epithelial	Coef.CancerType.Lyphocytes	t.CellType	t.CancerType.Epithelial	t.CancerType.Lyphocytes	p.value.CellType	p.value.CancerType.Epithelial	p.value.CancerType.Lyphocytes	F	F.p.value
9.5	0.338	-0.003	-0.101	3.19	-0.02	-0.7	0.00846	0.98371	0.4989	3.45	0.05476
6.68	0.132	0.221	-0.016	1.91	2.2	-0.17	0.08181	0.05025	0.87003	2.83	0.08723
8.33	0.23	-0.083	0.021	3.13	-0.78	0.21	0.00948	0.45441	0.83814	3.55	0.05081
9.39	0.014	-0.112	-0.02	0.15	-0.84	-0.16	0.88358	0.41834	0.87244	0.25	0.85935
7.84	-0.142	-0.154	-0.054	-1.6	-1.18	-0.45	0.13744	0.26079	0.66192	1.45	0.28207
13.18	0.538	0.486	0.026	2.73	1.69	0.1	0.01929	0.11891	0.92409	3.49	0.05325
9.69	0.779	0.85	0.605	2.26	1.69	1.28	0.04495	0.11955	0.22545	3.41	0.0563
11.4	0.221	0.258	-0.166	1.38	1.1	-0.76	0.19359	0.2927	0.4627	1.18	0.36248
10.4	-0.199	-0.1	0.159	-1.82	-0.63	1.06	0.09624	0.54422	0.30954	1.5	0.26925
10.73	-0.271	0.023	0.049	-3.58	0.2	0.48	0.00422	0.84167	0.6411	4.3	0.03047
10.72	-1.267	0.807	1.062	-2.62	1.14	1.61	0.02352	0.27662	0.13583	3.34	0.05903
10.08	-0.078	-0.608	0.413	-0.26	-1.37	1	0.80125	0.19723	0.3406	0.97	0.44273
10.41	-0.107	0.401	0.513	-0.54	1.4	1.92	0.59664	0.18898	0.08135	1.92	0.18425
7.28	-1.459	-0.101	-0.048	-1.82	-0.09	-0.04	0.09602	0.93264	0.96582	1.12	0.38199
14.32	0.135	0.166	-0.304	0.87	0.73	-1.43	0.40416	0.47917	0.18001	1.04	0.41294
11.08	0.119	0.399	-0.127	0.57	1.3	-0.44	0.58299	0.21878	0.66611	0.72	0.55851
10.48	-0.498	0.07	0.063	-1.82	0.18	0.17	0.09545	0.86417	0.86973	1.12	0.38359
12.74	0.694	0.218	0.03	2.08	0.45	0.07	0.06173	0.6644	0.94804	1.53	0.26128
9.97	0.147	-0.155	0.03	0.67	-0.48	0.1	0.51788	0.63935	0.92161	0.24	0.86995
5.88	0.04	-0.164	0.01	0.33	-0.91	0.06	0.75062	0.38223	0.9539	0.31	0.81495
7.24	0.556	-0.462	-0.179	1.26	-0.71	-0.3	0.23444	0.48965	0.7724	0.71	0.5673
5.6	0.171	-0.289	0.038	1.41	-1.63	0.23	0.18627	0.13182	0.82187	1.59	0.2474
7.85	0.5	-0.905	-0.07	1.43	-1.77	-0.15	0.18008	0.1039	0.88697	1.73	0.21833
9.86	-0.791	0.607	0.037	-3.06	1.61	0.11	0.01067	0.13545	0.91763	4	0.03715
9.61	-1.1	0.665	0.138	-3.82	1.58	0.35	0.00281	0.14208	0.73353	5.69	0.01316
6.29	1.399	1.71	-0.014	2.98	2.49	-0.02	0.01243	0.0297	0.98254	5.05	0.01904
10.9	-0.289	0.773	-0.911	-1.04	1.91	-2.4	0.3197	0.08262	0.03484	3.69	0.04625
9.33	-0.82	1.134	-0.076	-2.61	2.47	-0.18	0.02408	0.03077	0.86314	4.37	0.02913
5.7	0.642	0.12	-0.047	4.16	0.53	-0.22	0.00156	0.60382	0.8283	5.87	0.01185
8.59	-1.309	-0.855	0.385	-3.99	-1.79	0.86	0.00207	0.10135	0.40814	6.46	0.00865
9.46	-0.391	-0.257	0.117	-2.91	-1.31	0.64	0.01397	0.2171	0.5361	3.44	0.05502
7.48	-0.174	-0.195	0.394	-1.01	-0.78	1.68	0.33204	0.45178	0.12013	1.39	0.29676
6.06	-0.354	0.049	0.02	-3.92	0.37	0.16	0.00235	0.71571	0.87244	5.18	0.01763
6.14	0.477	0.819	-0.254	1.11	1.3	-0.43	0.29123	0.21928	0.6746	1.01	0.42486
5.94	-0.035	-0.338	0.096	-0.36	-2.4	0.73	0.72619	0.035	0.48026	2.13	0.15431
9.72	0.035	0.015	0.187	0.38	0.11	1.48	0.70841	0.91591	0.16665	0.83	0.50542
7.7	0.135	0.219	0.044	1.63	1.81	0.39	0.13129	0.09751	0.70491	2.08	0.16096
6.11	-0.106	-0.203	-0.001	-0.94	-1.23	-0.01	0.36546	0.24407	0.99371	0.8	0.51689
7.32	-0.043	-0.281	0.027	-0.31	-1.35	0.14	0.76547	0.20267	0.89124	0.65	0.60123
7.01	-0.043	0.399	0.081	-0.25	1.6	0.35	0.80606	0.13791	0.73632	0.91	0.46828
6.17	0.041	-0.228	-0.008	0.4	-1.52	-0.06	0.69912	0.1559	0.95428	0.82	0.50689
5.59	-0.074	-0.39	-0.064	-0.41	-1.48	-0.26	0.69022	0.16552	0.80041	0.82	0.50914
9.61	-0.103	-0.049	0.002	-1.4	-0.45	0.02	0.18902	0.65885	0.98236	0.73	0.55743
9.68	-0.085	-0.154	0.043	-0.86	-1.07	0.32	0.40769	0.30789	0.75569	0.65	0.60132
7.38	-0.135	-0.443	0.024	-0.75	-1.7	0.1	0.46645	0.11743	0.92304	1.15	0.3717
6.31	-0.284	-0.28	0.121	-2.57	-1.74	0.81	0.02564	0.10927	0.43739	3.32	0.05996
8.6	0.025	-0.226	0.067	0.19	-1.15	0.37	0.85635	0.27486	0.72146	0.5	0.68934
7.25	0.111	-0.269	0.188	0.59	-0.98	0.73	0.56638	0.34973	0.48144	0.64	0.60364
5.47	-0.118	-0.259	-0.074	-0.93	-1.4	-0.42	0.37252	0.19009	0.67931	1.03	0.41804
10.02	-0.123	0.134	0.322	-1.22	0.91	2.35	0.24787	0.38113	0.03842	2.44	0.11833
9.26	-0.703	-0.107	-0.3	-2.32	-0.24	-0.72	0.04061	0.8129	0.48489	2.11	0.1563
7.04	1.158	0.808	-0.256	1.7	0.81	-0.28	0.11732	0.4346	0.78827	1.18	0.35998
5.54	0.216	-0.024	0.021	2.33	-0.18	0.17	0.03986	0.86378	0.86941	1.87	0.1929
6.28	-0.02	-0.094	0.034	-0.29	-0.93	0.36	0.77925	0.37391	0.72552	0.35	0.78953
7.36	-0.118	-0.247	-0.019	-1.42	-2.02	-0.17	0.18381	0.06782	0.86793	2.07	0.16249
8.02	-0.007	-0.082	0.041	-0.08	-0.7	0.37	0.93633	0.4982	0.71915	0.21	0.88775
6.6	-0.014	-0.045	-0.013	-0.12	-0.27	-0.08	0.91002	0.79569	0.93911	0.03	0.99239
7.51	-0.759	0.305	0.313	-5.1	1.4	1.54	0.00033	0.1883	0.15119	9.7	0.00196
8.59	-0.258	0.387	0.188	-0.71	0.73	0.38	0.49084	0.48025	0.71184	0.38	0.76986
6.79	-0.069	0.581	-0.05	-0.25	1.42	-0.13	0.80919	0.1842	0.89833	0.7	0.57298
9.96	-0.384	0.134	-0.073	-1.21	0.29	-0.17	0.25145	0.77828	0.86859	0.54	0.66246
10	0.157	-0.214	-0.114	1.6	-1.48	-0.85	0.13787	0.16544	0.41451	1.75	0.21449
7.92	-0.292	-0.06	0.21	-1.82	-0.26	0.96	0.09575	0.80239	0.35713	1.33	0.31318
6.1	0.439	-0.228	0.117	2.24	-0.8	0.44	0.04608	0.44125	0.66906	2.04	0.1664
5.89	-0.017	-0.047	0.104	-0.2	-0.39	0.91	0.84547	0.7034	0.38045	0.33	0.80175
5.63	-0.111	-0.279	-0.034	-0.84	-1.45	-0.19	0.41716	0.17403	0.85458	0.96	0.44352
7.5	-0.13	-0.167	0.082	-1.19	-1.04	0.55	0.26024	0.31882	0.59328	0.9	0.47369
7.55	-0.522	-0.41	0.412	-2.67	-1.44	1.55	0.02144	0.1778	0.14983	3.63	0.04806
9.39	-0.032	0.033	0.166	-0.42	0.29	1.58	0.68603	0.77609	0.14264	0.88	0.48035
9.07	0.095	-0.098	-0.044	0.72	-0.5	-0.24	0.4876	0.6248	0.81485	0.27	0.84865
8.18	-0.235	-0.29	0.181	-1.78	-1.5	1	0.10171	0.16077	0.33713	2.05	0.16539
10.43	-0.083	-0.032	0.136	-0.79	-0.21	0.96	0.44424	0.83712	0.35804	0.49	0.69883
9.65	-0.197	-0.187	0.258	-0.82	-0.53	0.79	0.4287	0.60369	0.44814	0.49	0.69762
6.92	0.022	-0.443	0.177	0.16	-2.21	0.94	0.87493	0.04895	0.36552	1.95	0.18003
11.31	-0.481	0.024	0.27	-5.9	0.2	2.43	1e-04	0.84211	0.03347	12.77	0.00064
7.71	-0.26	-0.098	-0.029	-3.07	-0.79	-0.25	0.01062	0.44359	0.80701	3.44	0.05489
8.03	-0.714	0.466	0.788	-1.67	0.75	1.35	0.12349	0.47164	0.20542	1.58	0.2491
9.92	-0.281	-0.121	0.036	-3.13	-0.92	0.3	0.00942	0.37731	0.77211	3.55	0.0508
7.07	-0.084	0.058	0.133	-0.94	0.44	1.09	0.36624	0.66776	0.29831	0.7	0.57311
5.48	-0.017	-0.15	-0.046	-0.24	-1.44	-0.47	0.81695	0.1771	0.64626	0.79	0.52236
9.07	-0.036	-0.416	0.101	-0.21	-1.68	0.44	0.8357	0.12151	0.67123	1.01	0.42464
8.26	-1.401	0.097	1.193	-6.67	0.31	4.16	3e-05	0.75891	0.00157	18.98	0.00011
8.71	0.214	0.537	0.191	2.04	3.51	1.33	0.06598	0.00485	0.20899	6.27	0.00954
8.8	0.253	-0.493	0	1.86	-2.49	0	0.089	0.03	0.9984	3.23	0.0642
5.93	0.164	-0.519	-0.198	0.76	-1.64	-0.67	0.46492	0.1283	0.51755	1.21	0.35129
9.89	0.03	-0.089	0.045	0.39	-0.8	0.44	0.70321	0.43831	0.67139	0.34	0.79558
5.92	0.092	-0.152	0.168	1.1	-1.24	1.47	0.29539	0.23953	0.17038	1.75	0.21415
10.25	-0.06	-0.072	0.116	-0.75	-0.62	1.07	0.47105	0.54987	0.30923	0.64	0.60249
6.04	-0.079	0.159	0.064	-0.96	1.31	0.56	0.35918	0.21634	0.58512	0.95	0.44893
6.09	0.019	0.088	0.186	0.19	0.62	1.38	0.84892	0.5504	0.19421	0.8	0.51943
6.16	0.192	-0.105	0.079	1.96	-0.73	0.59	0.07548	0.47808	0.56629	1.67	0.23061
8.83	-0.056	-0.25	0.204	-0.48	-1.46	1.27	0.6422	0.17208	0.22902	1.29	0.32516
6.77	-0.12	-0.063	0.124	-1.68	-0.6	1.27	0.1205	0.55955	0.22902	1.48	0.27402
7.41	-0.186	-0.473	-0.892	-0.28	-0.49	-1	0.78117	0.63058	0.33962	0.46	0.71411
7.09	-0.018	-0.1	0.072	-0.15	-0.56	0.43	0.8824	0.58489	0.67304	0.17	0.91304
7.77	-0.216	-0.138	0.104	-2.49	-1.09	0.88	0.03008	0.30006	0.40002	2.59	0.1054
6.88	-0.032	-0.455	0.196	-0.21	-2.04	0.94	0.83558	0.06546	0.36633	1.69	0.22538
6.67	0.312	-0.903	0.462	1.14	-2.25	1.23	0.27983	0.04571	0.24378	2.72	0.09468
7.37	0.12	-0.384	-0.36	0.71	-1.57	-1.57	0.49137	0.14518	0.14461	1.74	0.21521
6.27	-0.169	0.164	0.08	-1.63	1.08	0.57	0.13043	0.30098	0.58161	1.34	0.31178
6.29	-0.424	0.597	-0.166	-2.22	2.14	-0.64	0.04823	0.05541	0.53758	3.41	0.05624
9.16	0.156	0.287	0.031	0.91	1.15	0.13	0.3811	0.27367	0.89551	0.74	0.55186
8.37	-0.16	-0.213	0.097	-1.61	-1.47	0.72	0.13501	0.17032	0.48872	1.69	0.22634
7.54	-0.166	-0.112	0.224	-1.31	-0.61	1.3	0.21522	0.55545	0.22024	1.16	0.36812
9.03	-0.158	-0.159	-0.128	-1.65	-1.14	-0.98	0.12602	0.27951	0.34914	1.78	0.20854
10.29	0.049	-0.259	0.039	0.47	-1.68	0.27	0.64948	0.1216	0.78969	1.04	0.41134
7.21	-0.134	-0.126	0.188	-1.06	-0.69	1.09	0.30951	0.50681	0.29955	0.86	0.48972
7.47	0.046	-0.353	0.042	0.45	-2.36	0.3	0.6637	0.03738	0.76925	1.97	0.17677
5.82	-0.348	-0.07	0.165	-3.82	-0.53	1.32	0.00279	0.60933	0.21312	5.26	0.01683
7.03	-0.494	-0.039	0.099	-3.56	-0.19	0.52	0.00439	0.85074	0.61106	4.25	0.03152
8.14	-0.746	0.009	0.375	-3.18	0.03	1.17	0.0087	0.97863	0.26744	3.61	0.04871
9.34	-0.29	-0.374	-0.033	-2.31	-2.04	-0.19	0.04074	0.06549	0.85252	3.24	0.06396
5.73	-0.013	-0.007	0.11	-0.17	-0.06	1.02	0.87115	0.95036	0.33127	0.35	0.79215
8.17	-1.143	-0.056	1.626	-2.75	-0.09	2.86	0.01875	0.92805	0.01531	4.79	0.02239
7.61	-0.083	-0.351	0.189	-0.79	-2.29	1.32	0.44385	0.04254	0.21476	2.47	0.1155
8.37	-0.021	-0.488	-0.009	-0.1	-1.64	-0.03	0.92021	0.12896	0.97502	0.9	0.47138
8.71	-0.342	-0.353	-0.155	-1.71	-1.21	-0.57	0.11483	0.25124	0.58266	1.64	0.23521
8.37	-0.655	0.015	0.469	-3.14	0.05	1.65	0.00929	0.96063	0.12763	3.89	0.04009
8.72	0.04	-0.36	0.013	0.31	-1.91	0.07	0.76251	0.08247	0.94265	1.25	0.33836
8.74	0.087	0.185	0.404	0.39	0.57	1.33	0.70576	0.58229	0.21169	0.78	0.52802
10.39	2.538	-1.603	0.066	3.78	-1.63	0.07	0.00299	0.13014	0.94385	5.72	0.0129
8.51	1.102	-0.331	-0.046	2.25	-0.46	-0.07	0.04581	0.65287	0.94592	1.76	0.21153
6.04	-0.099	-0.251	0.017	-0.72	-1.25	0.09	0.48875	0.2375	0.92881	0.69	0.57633
9.43	-1.282	-0.781	0.257	-5.1	-2.13	0.75	0.00033	0.05643	0.4695	10.22	0.00159
10.71	-0.786	0.369	0.13	-3.87	1.24	0.47	0.00255	0.2396	0.64926	5.52	0.01448
13.05	2.243	-0.545	-0.504	3.56	-0.59	-0.59	0.00437	0.56494	0.56964	4.37	0.02914
13.77	-0.108	-0.142	0.018	-1.4	-1.26	0.17	0.18808	0.23184	0.87026	1.19	0.35823
8.29	0.021	-0.131	0.123	0.25	-1.06	1.07	0.80703	0.30996	0.30817	0.8	0.51926
5.35	-0.078	0.028	0.153	-0.88	0.22	1.27	0.39676	0.83331	0.23031	0.75	0.54691
7.62	0.027	-0.212	0.106	0.31	-1.63	0.88	0.76251	0.13013	0.40007	1.2	0.35515
9.36	2.728	-0.364	-1.23	3.82	-0.35	-1.26	0.0028	0.73409	0.23349	5.16	0.01781
9.02	2.106	-0.582	-0.633	3.87	-0.73	-0.85	0.00256	0.47939	0.41223	5.25	0.01694
8.31	2.393	-0.432	-1.504	3.24	-0.4	-1.49	0.00779	0.69626	0.16412	4.01	0.03688
6.94	-0.425	0.157	0.146	-4.62	1.17	1.16	0.00072	0.2669	0.27052	7.75	0.00456
6.65	-0.479	-0.043	0.036	-4.62	-0.28	0.26	0.00072	0.78142	0.80226	7.16	0.00604
12.31	0.352	0.644	0.178	1.66	2.08	0.62	0.125	0.06132	0.55019	2.57	0.10732
6.4	-0.291	-0.284	0.033	-2.17	-1.45	0.18	0.05211	0.17411	0.86184	2.28	0.1356
6.08	-0.029	-0.233	0.043	-0.29	-1.56	0.31	0.77982	0.14782	0.76466	0.86	0.49009
10.83	-0.664	0.246	0.005	-2.67	0.68	0.02	0.02158	0.51248	0.98822	2.55	0.10852
9.45	0.199	-1.079	0.238	0.8	-2.97	0.7	0.44102	0.01267	0.49886	3.35	0.05876
7.57	1.307	-1.195	-0.005	5.42	-3.4	-0.02	2e-04	0.0059	0.98756	13.73	0.00047
6.34	-0.201	0.101	0.136	-2.98	1.03	1.48	0.01232	0.32618	0.16586	3.8	0.04282
6.22	-0.208	-0.049	0.285	-2.19	-0.36	2.2	0.05033	0.72777	0.04993	2.97	0.0779
8.06	-0.445	-0.088	0.245	-2.98	-0.4	1.2	0.01232	0.69539	0.25496	3.3	0.06109
7.81	-0.132	-0.014	0.198	-1.35	-0.1	1.49	0.20304	0.92366	0.16514	1.23	0.34476
7.83	-0.35	-0.224	0.182	-3.7	-1.62	1.41	0.00346	0.13387	0.18564	5.8	0.01235
9.6	0.163	-0.371	0.121	1.06	-1.67	0.58	0.30971	0.12368	0.57303	1.46	0.27826
8.87	0.184	-0.568	0.155	0.72	-1.52	0.45	0.48584	0.15544	0.66462	1.04	0.41384
7.78	-0.143	-0.08	-0.048	-0.59	-0.23	-0.15	0.56477	0.82329	0.88686	0.15	0.92835
8.47	-3.424	-0.15	0.432	-9.36	-0.28	0.87	0	0.7835	0.40531	29.21	1e-05
7.04	-0.07	-0.172	0.139	-0.65	-1.09	0.94	0.52947	0.30029	0.3662	0.79	0.52225
5.88	-0.147	-0.264	-0.091	-1.22	-1.5	-0.55	0.24729	0.16089	0.59127	1.4	0.29379
7.16	1.076	0.662	0.115	2.87	1.21	0.22	0.015	0.25167	0.82692	3.33	0.05985
7.82	0.184	-0.426	-0.683	0.44	-0.7	-1.2	0.66827	0.50007	0.25639	0.67	0.58533
10.64	0.102	0.247	-0.487	0.51	0.84	-1.77	0.62233	0.41912	0.10418	1.32	0.31802
7.95	-0.847	-0.011	0.329	-3.13	-0.03	0.89	0.00944	0.97772	0.39137	3.38	0.05735
9.48	-0.378	-0.204	0.197	-2.96	-1.09	1.13	0.01275	0.297	0.28288	3.56	0.05037
6.82	-0.197	-0.015	0.229	-1.82	-0.1	1.54	0.09529	0.925	0.15053	1.74	0.21616
5.55	-0.2	0.195	0.042	-1.98	1.32	0.3	0.0727	0.21221	0.7687	1.9	0.18788
7.08	-0.15	-0.308	-0.052	-1.2	-1.69	-0.3	0.25533	0.11885	0.76607	1.49	0.27042
6.16	-0.377	-0.102	0.375	-2.67	-0.5	1.94	0.02162	0.62926	0.07811	3.41	0.05637
5.23	0.033	-0.127	-0.035	0.36	-0.95	-0.28	0.72257	0.36325	0.78431	0.36	0.78034
6.59	0.946	-0.186	0.23	1.9	-0.26	0.34	0.08359	0.80302	0.74141	1.32	0.31738
10.81	1.586	0.589	-0.361	9.99	2.54	-1.66	0	0.02732	0.124	35.57	1e-05
8.7	-0.064	-0.192	0.075	-0.55	-1.13	0.48	0.5907	0.28057	0.64377	0.59	0.63364
5.24	0.052	0.066	0.035	0.56	0.48	0.27	0.5888	0.64008	0.79289	0.22	0.88363
7.76	-2.005	0.592	-0.151	-3.5	0.71	-0.19	0.00486	0.49301	0.84991	4.36	0.02941
10.63	-0.163	0.036	0.124	-1.54	0.24	0.86	0.15112	0.81784	0.4094	0.98	0.43739
9.37	-0.873	0.378	0.534	-3.21	0.95	1.44	0.00822	0.36149	0.17801	4.16	0.03346
8.41	1.002	-0.04	0.095	6.2	-0.17	0.43	6e-05	0.86907	0.67583	13.2	0.00056
10.39	0.04	-0.091	0.03	0.39	-0.6	0.21	0.70499	0.55866	0.83648	0.19	0.89941
8.38	0.16	1.169	-0.112	0.52	2.59	-0.26	0.61527	0.02486	0.79589	2.34	0.12853
7.09	0.112	-0.238	0.001	1.05	-1.52	0.01	0.31812	0.15693	0.99517	1.14	0.3766
9.71	0.442	0.604	0.089	3.66	3.42	0.54	0.00371	0.00565	0.5999	8.63	0.00306
9.69	0.396	0.554	-0.274	1.82	1.74	-0.92	0.09604	0.10913	0.3771	2.3	0.13345
6.99	-0.181	-0.059	0.044	-0.94	-0.21	0.17	0.36803	0.83751	0.87145	0.31	0.81778
7.74	-0.829	0.087	-0.081	-2.48	0.18	-0.18	0.03062	0.86191	0.8631	2.11	0.15616
7.02	0.164	-0.328	0.111	1.69	-2.31	0.84	0.11901	0.04112	0.41948	3.07	0.07253
9.9	-0.248	0.466	-0.281	-0.98	1.26	-0.82	0.34662	0.23228	0.43192	1.13	0.37753
6.16	1.292	1.911	0.025	2.8	2.84	0.04	0.01708	0.01602	0.96853	5.33	0.01613
7.75	0.207	0.192	-0.435	1.68	1.07	-2.58	0.12037	0.30922	0.02528	3.29	0.06142
10.52	-0.099	0.574	-0.109	-0.62	2.47	-0.5	0.54539	0.03073	0.62617	2.28	0.13608
9.23	0.361	-0.178	-0.199	2.13	-0.72	-0.86	0.05621	0.48775	0.40762	1.83	0.19958
5.72	0.155	-0.111	0.047	1.32	-0.65	0.29	0.2139	0.53198	0.77705	0.78	0.53063
9.87	-0.438	0.097	0.119	-1.75	0.27	0.35	0.10834	0.79555	0.73524	1.05	0.40864
5.51	0.406	0.297	-0.06	5.63	2.82	-0.61	0.00015	0.01644	0.55499	13.23	0.00055
10.01	-0.767	0.106	-0.335	-2.24	0.21	-0.72	0.04615	0.83628	0.48782	1.99	0.17366
11.92	-0.134	0.177	-0.215	-0.5	0.45	-0.59	0.62615	0.65828	0.56869	0.29	0.83264
11.83	-0.316	0.134	-0.14	-1.36	0.39	-0.44	0.20119	0.70143	0.669	0.78	0.53074
9.7	0.172	-0.199	0.003	1.44	-1.14	0.02	0.17645	0.27664	0.98375	1.14	0.37536
6.53	2.253	0.097	-0.101	2.73	0.08	-0.09	0.01939	0.93739	0.93016	2.5	0.11329
7.08	0.237	-0.35	0.17	1.57	-1.58	0.82	0.14499	0.14175	0.42776	1.97	0.1759
6.17	0.973	-2.703	0.225	11.42	-21.72	1.93	0	0	0.0795	203.8	0
6.51	1.013	-2.555	0.238	3.81	-6.58	0.65	0.00286	4e-05	0.52613	19.6	1e-04
6.5	-0.153	-0.097	0.153	-1.15	-0.5	0.84	0.27386	0.62825	0.41819	0.7	0.56965
6.78	0.078	-0.29	-0.006	0.7	-1.76	-0.04	0.50106	0.1053	0.97157	1.2	0.35531
9.47	0.082	-0.227	0.066	0.77	-1.47	0.46	0.45591	0.16869	0.65702	1.02	0.42196
9.2	-0.238	-0.242	0.067	-1.41	-0.98	0.29	0.1847	0.34583	0.77654	1	0.42968
8.96	-0.833	0.012	-0.248	-3.14	0.03	-0.68	0.00937	0.97653	0.50814	3.61	0.04885
9.82	-0.147	0.216	-0.023	-0.71	0.71	-0.08	0.49503	0.494	0.93633	0.34	0.79676
7.47	-0.359	0.038	0.24	-3.05	0.22	1.49	0.01098	0.82856	0.16467	3.59	0.04954
9.17	-0.611	0.178	-0.043	-3.35	0.67	-0.17	0.00635	0.51833	0.86739	3.98	0.03776
7.83	-0.277	-0.144	0.215	-2.37	-0.84	1.35	0.03669	0.41608	0.20394	2.54	0.1098
11.82	-0.945	0.251	-0.261	-4.81	0.87	-0.97	0.00053	0.40024	0.3505	8.68	0.003
9.94	-0.74	0.392	0.038	-2.34	0.85	0.09	0.03881	0.41364	0.93207	2.08	0.16111
7.7	-1.236	0.731	0.255	-4.4	1.79	0.67	0.00103	0.10153	0.51883	7.55	0.00501
9.54	-0.335	-0.08	0.172	-3.17	-0.52	1.19	0.00887	0.61366	0.25891	3.69	0.046
5.57	-0.299	-0.402	0.427	-2.24	-2.06	2.34	0.04671	0.06373	0.03899	4.6	0.02524
6.06	0.088	-0.104	0.056	1.16	-0.94	0.54	0.27055	0.36697	0.59796	0.89	0.47724
6.46	0.094	-0.208	0.007	1.01	-1.54	0.05	0.33303	0.15265	0.95919	1.13	0.37706
9.23	0.079	-0.027	0.05	0.88	-0.21	0.4	0.39677	0.84094	0.69515	0.35	0.78777
8.6	-0.152	-0.317	0.084	-0.66	-0.95	0.27	0.52052	0.36236	0.79251	0.46	0.71465
7.67	0.014	-0.295	-0.027	0.13	-1.75	-0.17	0.90251	0.10739	0.86495	1.04	0.41402
9.32	0.085	0.25	0.143	0.54	1.08	0.66	0.60239	0.30468	0.52456	0.65	0.59842
6.12	0.083	-0.643	0.846	0.19	-1.02	1.43	0.85122	0.33023	0.17984	1.07	0.40273
6.03	-0.195	-0.089	-0.682	-0.97	-0.3	-2.48	0.35215	0.76639	0.03031	2.58	0.10619
7.08	-0.307	0.115	0.065	-2.2	0.56	0.34	0.05007	0.58341	0.73951	1.72	0.21963
9.32	0.674	-0.233	0.074	2.92	-0.69	0.23	0.01391	0.50448	0.81899	3.08	0.0717
5.59	0.139	-0.295	0.097	1.15	-1.67	0.59	0.27304	0.12292	0.56977	1.54	0.25953
7.69	-1.158	0.045	1.646	-2.17	0.06	2.26	0.05235	0.95525	0.04487	2.99	0.07723
9.47	0.233	0.516	0.082	1.01	1.53	0.26	0.33466	0.15493	0.7997	1.16	0.36874
9.4	1.256	0.053	0.033	4.65	0.13	0.09	0.00069	0.89587	0.92965	7.3	0.00565
11.24	0.609	1.058	-0.331	2.59	3.08	-1.03	0.025	0.01036	0.32502	5.6	0.01382
9.06	0.235	-0.14	0.042	2.12	-0.86	0.28	0.05755	0.40557	0.7854	1.82	0.20061
9.79	0.39	0.297	0.064	1.78	0.93	0.21	0.1031	0.3739	0.8345	1.39	0.29749
5.87	0.132	-0.119	-0.051	1.26	-0.78	-0.35	0.23442	0.4533	0.73053	0.75	0.54659
10.15	-2.253	0.084	-0.548	-11.08	0.28	-1.97	0	0.78249	0.07381	44.09	0
7	-0.081	0.015	-0.211	-0.8	0.1	-1.53	0.44279	0.92361	0.15511	1.08	0.39757
6.92	-0.153	-0.084	-0.071	-2.1	-0.79	-0.72	0.05933	0.44471	0.48811	1.97	0.17711
10.17	-0.043	-0.011	-0.013	-0.46	-0.08	-0.1	0.65668	0.93657	0.91896	0.08	0.96998
6.3	0.148	-0.031	0.111	1.3	-0.18	0.71	0.22064	0.85755	0.48969	0.81	0.51379
8.54	1.128	0.374	0.035	3.62	0.82	0.08	0.00393	0.42792	0.93494	4.67	0.0241
10.46	-0.191	0.222	0.006	-1.95	1.55	0.04	0.07727	0.14956	0.96532	2.07	0.16197
9.2	0.057	0.107	0.222	0.38	0.48	1.08	0.71391	0.63814	0.30354	0.54	0.66221
6.05	-0.034	0.116	0.038	-0.48	1.11	0.39	0.64364	0.29131	0.70212	0.52	0.67408
9.39	0.097	0.3	0.078	0.46	0.96	0.27	0.65755	0.35569	0.79339	0.41	0.74789
7.72	-0.51	0.224	-0.005	-3.95	1.19	-0.03	0.00222	0.25914	0.9789	5.73	0.01282
6.03	-0.048	0.229	-0.101	-0.21	0.69	-0.32	0.83668	0.50474	0.75236	0.21	0.88527
7.37	-0.435	-0.154	-0.466	-1.53	-0.37	-1.2	0.15499	0.71896	0.25644	1.43	0.28597
9.07	-0.144	0.355	-0.362	-0.55	0.94	-1.02	0.58995	0.36715	0.32776	0.79	0.52503
8.98	-0.65	-1.098	-0.733	-0.83	-0.96	-0.69	0.42296	0.35615	0.50624	0.74	0.55076
9.68	-0.128	0.23	-0.608	-0.38	0.47	-1.32	0.71006	0.6488	0.21254	0.74	0.54781
9.83	-0.299	-0.117	0.21	-1.02	-0.27	0.52	0.32877	0.7885	0.61018	0.43	0.73311
7.12	-1.14	0.128	0.19	-4.41	0.34	0.54	0.00101	0.74042	0.60074	6.54	0.00828
11.14	-0.189	0.046	-0.141	-0.76	0.13	-0.42	0.464	0.9014	0.68518	0.28	0.84019
6.33	-0.676	-0.354	0.142	-2.13	-0.76	0.33	0.0561	0.46086	0.74906	1.71	0.22088
7.83	-0.136	-0.21	0.13	-1.36	-1.44	0.96	0.20013	0.17829	0.35938	1.53	0.25992
9.32	-1.252	0.36	-0.355	-3.87	0.76	-0.8	0.00257	0.46273	0.43932	5.65	0.01345
7.8	-3.298	-0.418	0.774	-4.88	-0.42	0.84	0.00047	0.67994	0.41948	8.04	0.00398
10.88	-0.209	-0.015	0.171	-2.22	-0.11	1.33	0.04808	0.91792	0.2111	2.06	0.16297
5.85	0.013	-0.05	-0.014	0.19	-0.51	-0.16	0.85068	0.61862	0.87902	0.11	0.9548
10.34	-1.649	0.791	-0.136	-4.55	1.49	-0.27	0.00081	0.16311	0.78837	7.81	0.00444
